用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
顾着摸鱼,保密,回复 @小睡神丶酣然 :我们也是 但他老油条一个根本不会哭 有一回给我们放那兔的催泪视频 我干瞪着看他的反应结果不为所撼[笑哭],顾着摸鱼,二级评论,5,1,2024-12-01 16:16:01
浅风297,保密,现在可以用来当反面教材，适合诚信一类的主题,顾着摸鱼,二级评论,5,1,2024-12-04 10:45:20
苏佐左左,男,不是，以前那些夸姜萍的视频呢，我想看怎么办啊,,一级评论,6,5,2024-11-21 00:28:22
董小弟0793,保密,我就是姜萍事件才下载的B站，感觉在抖音拉低了人类的智商,,一级评论,2,5,2024-11-13 11:09:17
_爱是难驯鸟,保密,"“我除了吃饭睡觉都在做题😤👍，平时做的那些作业，我扫一眼👀，我觉得没有什么做的价值🤓👆”
“我更偏向于做高等数学之类的✍️🧐，它会给我带来探索的欲望，我喜欢一步一步证明😍🙌，得到我想证明的东西🥰👍”
“无论未来会怎么样，数学这个兴趣爱好一直会持续下去😁☝️”",,一级评论,5,5,2024-11-14 20:39:47
李日萌,女,丁嫃,,一级评论,6,5,2024-11-12 15:35:02
戏志不成才,保密,这下6神无主了,,一级评论,6,5,2024-11-06 10:58:14
账号已注销,保密,造神的臭毛病还没改,,一级评论,0,5,2024-11-06 09:23:12
独立思考者,男,中专生的学习能力如果有这么强的话他就不会是中专生了。尤其是数学这种学科。,,一级评论,6,5,2024-11-05 15:54:18
三尾屋,男,太对了，其他科目有可能，数学这种纯理论且需要大量铺垫作为学习基础的科目基本上不太可能出现在中专里,独立思考者,二级评论,6,0,2024-11-06 13:08:00
那咋了12379,保密,虽然姜萍确实做错了，但是有一说一姜萍一个中专生，她的信息差可以这么容易知道这个比赛吗，不是网友在造神，是她老师和学校想造，姜萍说白了充其量一枚棋子，棋赢了老师评职称，学校出名声，棋输了拉出挡箭牌美美隐身，这个局真的高[呲牙]（别喷我，事件全程无发言就知道不简单，我坏我有阴谋论[嗑瓜子],,一级评论,2,5,2024-11-04 22:37:56
快乐公司推销员,保密,&#34;我除了吃饭睡觉都在做题👍，平时做的那些作业，我扫一眼👀，我觉得没有什么做的价值🤓👆，我更偏向于做  高  等  数  学  之类的，它会给我带来  探  索  的欲望，我喜欢一步一步证明，得到我想证明的东西👉，无论未来会怎么样，数学这个兴趣爱好一直会持续下去🤓☝️&#34;,,一级评论,5,5,2024-11-04 15:47:44
zaixgddrc,保密,"《不以学历论英雄，愿更多的“姜萍”散发光彩》
2024-06-17 09:34:42 来源：光明网
　　“毫无疑问，姜萍是有天赋的。但是，正如她自己所说，“要是不努力的话，你光有兴趣的话，这也是没有什么用的”。她能取得如此优异的成绩，最重要的还是源于她持之以恒的努力。学服装设计的她，只能用业余时间自学数学，但她从没放弃。在老师的指导下，她不断钻研，从《高等数学》《数学分析》，学到外语版《偏微分方程》。

　　“天赋+努力”让姜萍这位中专在读生一举成为红透网络的“天才少女”。姜萍的故事让人们看到，过去被人们忽视甚至看轻的中专等学校里也藏龙卧虎，有着许多有才华的年轻人，他们若能够在某个领域施展所长，就会散发出令人瞩目的光芒。

　　姜萍的光芒被人看见，有其幸运之处。首先是她遇到了一位数学老师，他很快发现了姜萍的数学特长，也带领她进入高等数学的天地。正是因为他的鼓励，一度觉得自己“不配”的姜萍才下决心参赛，也才有了今天的一鸣惊人。

　　有人从他们的故事中联想到了电影《心灵捕手》，认为这位数学老师发现姜萍，就像电影里蓝勃教授发现了威尔的数学天赋一样。无论这种对比是否确切，其无疑都是一个伯乐遇到千里马的故事，人们喜闻乐见。

　　然而在现实中，我们对人才的认定却有许多预设的条条框框，这样不设门槛、不带偏见地评价一个人的机会并不常见。比如，很常见的情况是，在招聘过程中，学历常常成为一个硬杠杠，有些单位不仅要求应聘者有本科或研究生学历，甚至还要求他们出自985或211名校，仿佛只要不出自名校，就不可能胜任工作。

　　现在，许多热心网友呼吁清华北大等名校破格录取姜萍。这一方面反映了人们对人才的爱惜，但另一方面也暗示着一个尴尬的事实：即使是像姜萍这样有才华的年轻人，如果没有一个好的学历的话，也很容易被埋没。

　　姜萍是幸运的，她凭借自己的努力找到了展现才华的舞台，但是，还有更多有潜力的年轻人，他们或许并不是传统意义上的“优秀学生”，但也有着各自的闪光点，渴望自己能在某个领域一展所长。

　　期待社会消除学历歧视，减少“名校滤镜”，以更开放的心态给年轻人以更多元化、更个性化的机会。不拘一格育人才，不以学历论英雄，只凭能力较短长，那么，更多的“千里马”必将踊跃奔腾，大放光彩。”",,一级评论,5,5,2024-11-04 12:37:42
GTRsfd,男,应试教育不会放弃任何一个数学天才,,一级评论,3,5,2024-11-03 20:34:35
KiliERRRR,保密,准确说是不会错过任何一个数学天才,GTRsfd,二级评论,6,0,2024-11-03 21:26:14
Echo小宇_,男,“眼见为实”,,一级评论,6,5,2024-11-03 16:58:18
星星不该来公园看月亮,男,永无止境的八月结束了,,一级评论,6,5,2024-11-03 16:41:16
我是野原新之助呦,保密,我当时就说，姜萍趁着有热度，赶紧直播带货，热度保持了至少两周，每天直播保底5w + 提成，两周就能在县城有房有车有装修了。,,一级评论,3,5,2024-11-03 16:24:35
不能再佛系,保密,这就是一个扫地僧变成臭老鼠，戏耍全国无知网友的故事。。。,,一级评论,4,5,2024-11-03 16:12:44
SuJ_,保密,臭老鼠就是臭老鼠，披上一身华丽的袈裟也成不了得道高僧，没能力还要硬造神就是这个下场。,不能再佛系,二级评论,6,2,2024-11-03 16:37:26
剑雨清梦,保密,初见新闻，当时还有些信了，或许有人顿悟数学奥秘。后来每看数学相关知识，常想，一个人如果初高中数学都没有学好，短时间内很难理解和掌握更高深的数学的。,,一级评论,6,5,2024-11-03 15:42:15
bili_551287281,保密,不是很难，是不可能，数学好的人，压根不可能成绩差到去中专。,剑雨清梦,二级评论,4,1,2024-11-05 16:02:19
听我说谢谢你ww,保密,你高中都没学好，能看懂高数题目么,剑雨清梦,二级评论,6,0,2024-11-12 02:22:54
Hortyen,男,幽默热搜撤的真快,,一级评论,6,5,2024-11-03 15:38:11
谁也不要打扰我玩法环,保密,"“我永远忘不了2024.11.3号，这个属于Faker的日子。”
“你也看英雄联盟吗？”
“我是说姜萍数学造假的事情。”",,一级评论,4,5,2024-11-03 13:12:42
吕s归s尘,保密,他们就道德绑架混淆概念，我们怀疑他是因为他采访的表现不是他学历，那些挺他的人反而抓着中专不放,,一级评论,6,5,2024-11-03 13:12:01
能飛,男,有哪些赌约要实现一下了？,,一级评论,5,5,2024-11-03 12:28:26
瑞_rey,男,迟了这么久，还是春秋笔法，也是有了,,一级评论,4,5,2024-11-03 12:18:52
゚゙゚星瞳_Official,保密,[夏日狂想曲_长脑子了？]我缺的主=6谁给我补啊,,一级评论,6,5,2024-11-03 11:56:25
敌锋虽锐,保密,不是哥们，这么快就扛不住了[星星眼],,一级评论,3,5,2024-11-03 11:53:19
freedom_life_,女,学校还要招生的嘛[呲牙],敌锋虽锐,二级评论,3,0,2024-11-03 11:57:25
kevin007x,保密,呵呵，肯定是不想让美国挖走，所以用这种方法把姜萍秘密保护起来做研发去了，我认为她和傅里叶，以及发明灯泡的爱因斯坦是一个级别的人物。,,一级评论,6,5,2024-11-06 23:01:51
bili_63343266202,保密,有一说一，电灯好像是爱迪生？虽然两个都是姓爱的[doge_金箍],kevin007x,二级评论,3,0,2024-11-10 21:55:26
kevin007x,保密,回复 @bili_63343266202 :错了，外国人都是名在前姓在后，爱迪生姓生,kevin007x,二级评论,6,0,2024-11-10 21:58:41
577577577577577,保密,"踏踏实实
本本分分
不要人造神话
好吗",,一级评论,6,5,2024-11-03 11:41:31
Dj喜羊羊___,保密,好,577577577577577,二级评论,6,0,2024-11-03 13:25:16
Joker-Zk,保密,大型社会实验，前面一堆嘴硬吹天才少女的，不知道怎么想的,,一级评论,6,5,2024-11-03 11:26:12
晨曦曙光ljx,男,呜呜呜，我打了一大堆字儿，怎么都被封了呀，这下不想有想法，不敢有想法，不能有想法了[大哭][大哭][大哭],,一级评论,6,5,2024-11-03 11:26:14
霍军学物理,保密,"《重生之数破苍穹》

1、数之气三段的少女

2、数学系统？

3、打脸课代表

4、震惊中专

5、参加大赛

6、声名鹊起，网友质疑

7、来自高校的挑战

8、985？八星数师不过如此

9、清北天骄，大数师来战

10、大数师的实力

11、临阵学高数

12、反杀

13、恼羞成怒，数王出场

14、形势危急，生死存亡

15、觉醒，天赋技∞/2

16、自成一派，姜马函数

17、数王落败，名震龙国

18、隐世数学家族的邀请

19、传说中的数皇

20、灌顶与顿悟，新的数皇

21、隐族之首的新猜想

22、你的猜想我已经随手证明了

23、气运汇聚，晋升数宗

24、数学界一统

25、上古数学遗迹的召唤阵

26、百尊降世

27、古尊高斯的考验

28、天才般的构想

29、庞加莱的传承，新的全才诞生

30、数尊之上，太古诸圣

31、末世预言

32、魔化的古圣毕达哥拉斯

33、前所未有的挑战

34、诸圣联手，封印魔圣

35、幕后黑手

36、三体数学家异数帝

37、最后的希望、姜氏大一统理论

38、二帝之战

39、数学危机，异数帝的底牌

40、大一统理论升华

41、胜利

42、大千数界我来了",,一级评论,4,5,2024-11-05 00:03:31
Larry-戴,保密,出书！,霍军学物理,二级评论,6,0,2024-11-05 01:42:08
ivy_ey,男,@牛津kate朱朱,,一级评论,5,5,2024-11-04 09:39:33
世界-正位,保密,完了，这姐都抛弃姜萍，开始装s开评论精选了,ivy_ey,二级评论,6,0,2024-11-04 14:21:31
ivy_ey,男,回复 @世界-正位 :我是大规模南拳王宝的受害者,ivy_ey,二级评论,5,0,2024-11-04 14:27:12
寒丹烟,男,"不！！
我这几个月没日没夜的学习是为了什么[大哭]
一个全省第一，四个技能证书，有多难考你们知道吗？[大哭]",,一级评论,5,5,2024-11-04 09:30:16
卿予丶,男,“提供帮助”，看得出来还是在偏袒，换个男的就是“作弊”了,,一级评论,6,5,2024-11-04 04:36:53
说输人,保密,战斗，爽！今天清算了一下之前就姜萍事件跟我对线的那些人，我已经预见到了它们会缩壳，但我没想到有些甚至还犟嘴的，简直八仙过海，为了给自己台阶下说什么的都有，尤其wb和xhs。😂,,一级评论,5,5,2024-11-03 22:55:17
叶铃-,保密,&#34;我除了吃饭睡觉都在做题👍，平时做的那些作业，我扫一眼👀，我觉得没有什么做的价值🤓👆，我更偏向于做  高  等  数  学  之类的，它会给我带来  探  索  的欲望，我喜欢一步一步证明，得到我想证明的东西👉，无论未来会怎么样，数学这个兴趣爱好一直会持续下去🤓☝️&#34;,,一级评论,6,5,2024-11-03 19:57:53
Every_小时,男,搞笑的是，当初死挺姜萍的那些人，现在还搞出什么阴谋论了，说故意打压她,,一级评论,6,5,2024-11-03 18:44:39
收录女士专属账号,保密,内会叫唤的集美们怎么不叫唤了，觉得她是神通的怎么不继续发视频了,,一级评论,6,5,2024-11-03 18:29:20
徐清诩,保密,[doge]我先来：退一万步说她老师是男的，你们男的就没一点错吗,收录女士专属账号,二级评论,6,0,2024-11-03 18:37:42
-Reinhart-,保密,热搜怎么没了？资本发力了,,一级评论,5,9,2024-11-03 16:13:16
noether_1665,保密,大裤衩也被资本控制了是吧,-Reinhart-,二级评论,6,0,2024-11-04 23:40:41
侠隐兜人民币玩家,男,㊗️大卖,,一级评论,5,5,2024-11-03 13:33:58
吏部文选清吏司主事,保密,快手上多了不说，超一半的人仍然不信姜萍是个笑话。从这里就能直观的看出愚昧者的下限数量究竟能有多庞大。,,一级评论,5,5,2024-11-03 13:14:09
billyvanRicardo,保密,让抖音的粉丝放弃粉一个人的唯一办法就是给它们的偶像判刑,吏部文选清吏司主事,二级评论,4,0,2024-11-03 14:50:09
碰碰弧,男,“我永远忘不了2024.11.3号，这个属于Faker的日子。”  “你也看英雄联盟吗？”  “我是说数学造假的事情。”[doge],,一级评论,6,5,2024-11-03 12:31:54
SMU默言,男,糕潮的中专生呢[星星眼],,一级评论,6,5,2024-11-03 11:52:57
切尔西后腰坎特,男,啊啊啊啊啊啊[doge],SMU默言,二级评论,5,0,2024-11-03 12:33:22
川花樱兰,保密,不知道这个老师图啥，不会是图年轻的p吧？,,一级评论,6,5,2024-11-03 11:32:33
九歌-少司命_,男,想多了 王就是想沾南大博的边,川花樱兰,二级评论,5,0,2024-11-04 20:28:11
王尤姆的洋葱,保密,主=6,,一级评论,6,5,2024-11-03 11:30:38
蜗速我可以,男,刚刚去ks看了眼评论区，真是让我大开眼界了[笑哭],,一级评论,5,11,2024-11-03 18:14:13
简-单-思-考,男,咋了，能简单描述一下不[笑哭]。还有嘴硬的？,蜗速我可以,二级评论,6,0,2024-11-03 21:46:12
董小弟0793,保密,快手和抖音用户的学历∩大学本科=φ,蜗速我可以,二级评论,2,4,2024-11-13 11:12:55
不是心素李火旺,男,回复 @董小弟0793 :甜菜,蜗速我可以,二级评论,6,0,2024-11-13 15:01:11
花样赖床大队长,男,在中国，任何天赋都有可能被埋没，但唯独数学不会,蜗速我可以,二级评论,5,0,2024-11-18 22:23:20
Thousand666,保密,ks?,蜗速我可以,二级评论,4,0,2024-12-08 01:46:38
简-单-思-考,男,"进来回顾一下这些生物的言论
BV13b421p7kj
BV11W3ge4Enm
BV1gH4y1w7HL
BV1Xi421e7Ba
BV1Tn3ge8EpZ
BV13S421o7qq
BV1Di421a7CB
BV1JiVeeWE2F
BV1as421M7uV
BV14y411z7pA
BV1yT421a7nf
BV1Vr421F7pk
BV1Fx4y1b7j7
BV1ef421B7Vi
BV18v3FeuE2u
BV1Fz3cexEwU
BV1hM4m1m7oA
BV1y73BeNEVG
BV1g53yeaEdS
BV1Nx4y1t753",,一级评论,6,15,2024-11-03 23:16:38
此-情-可-待,男,可汗大点兵[脱单doge],简-单-思-考,二级评论,5,1,2024-11-03 23:18:14
约和华YHVH,女,点进去挨个拉黑这帮人,简-单-思-考,二级评论,6,0,2024-11-03 23:35:39
约和华YHVH,女,逆天太多了，只能拉黑几个粉丝多的了,简-单-思-考,二级评论,6,0,2024-11-03 23:39:28
株梓菌,女,妈呀[doge]可汗大点兵,简-单-思-考,二级评论,4,0,2024-11-04 09:26:37
伊悦喵,保密,不太理解17岁女生接受采访说自己做的，16岁就能承担刑事责任了,,一级评论,5,6,2024-11-03 14:49:06
bili_48827251632,保密,这是民办比赛，你就是明着来都没啥事。,伊悦喵,二级评论,5,0,2024-11-03 18:35:53
别教蛋炒饭,保密,我不解的是这种事情注定会露馅，不知道她是怎么想的，文学数学艺术这种想要不懂装懂那是不可能的，就像那些吃鸡大神，线下自证变自锤[滑稽],伊悦喵,二级评论,3,0,2024-11-22 20:56:47
徐有贞,保密,姜萍：这可以有，你们说的大量事实。那是在鸡……鸡蛋里头拣骨头，拣来拣去，说是作弊了，打了我的旗号是你们说的我才知道的。通过丑化我、丑化王闰秋老师、丑化亿万学生参加的阿里巴巴数学竞赛啊。王闰秋老师的学生，三年整啊！认识还不止，共患难了！参赛的时候唯一留在学校追随王闰秋老师的，只有我一个女同学。你们躲到哪去了？！你们说了我那么多疑点，没有一件能站得住脚。就从二零二四年六月十三日以来，也就是达摩院通过重要的通知，发布初赛成绩以来，到王闰秋老师受处罚，我没有什么自己的纲领，我所做的每一件事情，都是执行捍卫以王老师为首的涟水中专的安排和教案的，是执行王老师为代表的中专同学学习路线的。你们网络审判我，这是丑化王闰秋老师。审判我就是丑化亿万中专学生，丑化亿万学生参加的阿里巴巴数学竞赛。,,一级评论,3,10,2024-11-18 11:14:16
一只蟋蟀啊,保密,你不要让我看不了视频,徐有贞,二级评论,5,2,2024-11-20 12:18:00
徐有贞,保密,回复 @一只蟋蟀啊 :你说的对，网友的评论发到哪里，哪里的视频就泛滥成灾,徐有贞,二级评论,3,0,2024-11-21 00:18:06
bili_3546678258829886,保密,女性力量[支持],,一级评论,4,4,2024-12-05 18:15:10
大同创意实验室-鼹鼠,男,"姜萍 3血5护甲 女性 群势力 称号：数学炸楼狂
【和半】你的回合开始时，你将手牌数量调整至与所有其他角色手牌数之和的一半（向下取整）相同。
【主六】锁定技。游戏开始时，主公将武将替换为十周年孙悟空，直到你死亡。
【唐妞】你因其它角色效果获得牌时，你可中止之后一切结算，当前回合和轮次立即结束。",,一级评论,4,4,2024-11-30 15:08:01
花饼花花,保密,"高情商：在考场上接受帮助
低情商：作弊",,一级评论,3,4,2024-11-28 09:44:29
射手AA,保密,老师跟她有没有特殊关系，因为年初看过一个小电影，跟她俩很像。,,一级评论,5,4,2024-11-15 13:59:07
iFan_-,男,笑死我了，一个大专生，连国外数学英语版理论教材都看不懂，你指望她是个啥,,一级评论,6,4,2024-11-11 21:33:59
使用6硬币修改昵称,男,太瞧得起了，高中教材能看懂就不错了,iFan_-,二级评论,6,1,2024-11-12 08:07:20
一拳男,男,错了吧，她是中专，中专生初升高没考上，所以不能说人家看不懂高中教材（那是理所应当的），初中数学估计都没学明白,iFan_-,二级评论,6,3,2024-11-12 11:23:06
ChinaGirlMarionette,女,回复 @一拳男 :我以前也是这样的分不清大专中专,iFan_-,二级评论,6,0,2024-11-21 22:46:56
临界的堆芯,男,你好我是姜萍，我在阿里数学竞赛决赛中取得了满分，但我的成绩被男性评委恶意篡改了，他们还逼迫王老师承认造假。这些天我一直被监视，好不容易才逃脱出来，现在饥肠辘辘，只想吃一顿肯德基。谁能先转我50块钱救救急？我已经证明了黎曼猜想，等论文成功发表之后，100万美元奖金分你一半！拜托了![tv_doge],,一级评论,6,4,2024-11-07 18:58:18
澐織,保密,姜还是牢的辣,,一级评论,5,4,2024-11-10 11:46:45
bili_14268534452,保密,谢惠民的数学风味方面，面饼大，配料足，味道好，面筋道，汤头浓郁，调料不含任何复杂添加剂，纯正如一，价格确实惠民。企业员工都是姜萍同等学历的青年才俊，提高就业率良心回馈社会。吃面我支持谢惠民牌方便面，爱果企业必须狠狠青蒜[星星眼],,一级评论,5,4,2024-11-06 15:39:38
Akiraさんん,男,马上就下单,bili_14268534452,二级评论,6,0,2024-11-08 16:43:40
仙来后道,保密,会不会是外国对中国高考制度的一次舆论冲击？而且很多人记忆短不在乎真相的[思考],,一级评论,6,4,2024-11-05 22:27:34
桥边红药为君生,保密,错了，是普职分流,仙来后道,二级评论,6,0,2024-11-06 07:21:59
咯咯的笑了,保密,提供帮助这四个字属实是相当体面,,一级评论,5,4,2024-11-05 19:20:41
Azouichtn,保密,如此严重的造假，却有那么多媒体在未经调查的情况下大肆传播，神化一个对社会，对人民没有任何益处的普通人，何尝不是一种造谣,,一级评论,5,4,2024-11-05 17:35:18
大数据红牛,保密,练得Σ形似2形，千株松下六函经。我来问姜无馀说，云在青天水在萍,,一级评论,6,4,2024-11-05 15:47:57
江浪潮男,保密,你甚至不愿意说一声作弊,,一级评论,5,4,2024-11-05 09:43:37
孟子_Official,男,有女不信,,一级评论,6,4,2024-11-05 00:02:28
忆逝之痛,保密,不是哥们，你都上中专了[笑哭],,一级评论,3,4,2024-11-08 09:21:49
故事至于星河,男,好多人竟然说什么要对她宽容一点，请问为啥要对她宽容？就因为她是未成年人？考试违规不是她自己作出来的吗？既然敢违规就应该为自己的行为负责啊，那一开始提出质疑的赵斌老师呢，就因为质疑了就被网暴，你们谁对他宽容了，都什么价值观啊一个个[doge],,一级评论,5,4,2024-11-04 14:32:43
慕斯卡蒂狗,保密,姜萍和她的支持者们这下被钉上耻辱柱了[支持],,一级评论,5,5,2024-11-04 13:15:01
武安wuan,保密,主到底等不等于6啊？我请问了？,,一级评论,5,4,2024-11-04 08:54:54
咲凛玖_,保密,真正的数学高手不会因为看一眼就出答案而去说题目没有价值,,一级评论,5,4,2024-11-04 07:19:30
周处牌灭害灵,男,"第一次数学危机：毕达哥拉斯在用勾股定理推算直角边都为1的三角形斜边时，发现斜边的边长不能用整数，小数和分数表达，从而有了无理数这个概念
第N次数学危机：主≠6，主=？",,一级评论,6,4,2024-11-03 23:15:05
约和华YHVH,女,主=7，因为还休息了一天[脱单doge],周处牌灭害灵,二级评论,6,0,2024-11-03 23:31:56
红叶露,男,不是有很多女的说 女的赢了就说别人作弊，男的得奖就夸的，见不得女生好的 这群女的去哪了？,,一级评论,5,4,2024-11-03 21:57:01
中露骨,保密,主要是当时质疑一下都被集美们追着骂，说嫉妒女性，压迫女性，偷女性光辉，闹麻了，我还真怀疑自己，是不是真错了[笑哭],,一级评论,4,4,2024-11-03 20:56:08
-天街小狗-,保密,"Directons:Your friend Jiang Ping was caught cheating in an important exam,and her grade has been cancelled.Write an email to her to
1)extend your pity and
2)provide some suggestion for her futher study
Do not sign your own name at the end of the letter.Use Li Ming instead.
Do not write the address.(10 points)",,一级评论,6,4,2024-11-07 15:04:43
山田2k,男,她身上叠满的buff，标签也会反噬。中专，女性，农村等等,,一级评论,6,4,2024-11-03 20:20:56
小玪,保密,唉真无语，什么时候一些女性能真正意识到，荣誉自己争取，一个姜萍出来全体欢呼搞不懂在干什么，她就算是真的取得了好成绩，那也是她自己的事情，和女性真的没啥关系,山田2k,二级评论,5,0,2024-11-03 20:51:43
粉儿的娇小天使,保密,"《不以学历论英雄，愿更多的“姜萍”散发光彩》
2024-06-17 09:34:42 来源：光明网
　　“毫无疑问，姜萍是有天赋的。但是，正如她自己所说，“要是不努力的话，你光有兴趣的话，这也是没有什么用的”。她能取得如此优异的成绩，最重要的还是源于她持之以恒的努力。学服装设计的她，只能用业余时间自学数学，但她从没放弃。在老师的指导下，她不断钻研，从《高等数学》《数学分析》，学到外语版《偏微分方程》。

　　“天赋+努力”让姜萍这位中专在读生一举成为红透网络的“天才少女”。姜萍的故事让人们看到，过去被人们忽视甚至看轻的中专等学校里也藏龙卧虎，有着许多有才华的年轻人，他们若能够在某个领域施展所长，就会散发出令人瞩目的光芒。

　　姜萍的光芒被人看见，有其幸运之处。首先是她遇到了一位数学老师，他很快发现了姜萍的数学特长，也带领她进入高等数学的天地。正是因为他的鼓励，一度觉得自己“不配”的姜萍才下决心参赛，也才有了今天的一鸣惊人。

　　有人从他们的故事中联想到了电影《心灵捕手》，认为这位数学老师发现姜萍，就像电影里蓝勃教授发现了威尔的数学天赋一样。无论这种对比是否确切，其无疑都是一个伯乐遇到千里马的故事，人们喜闻乐见。

　　然而在现实中，我们对人才的认定却有许多预设的条条框框，这样不设门槛、不带偏见地评价一个人的机会并不常见。比如，很常见的情况是，在招聘过程中，学历常常成为一个硬杠杠，有些单位不仅要求应聘者有本科或研究生学历，甚至还要求他们出自985或211名校，仿佛只要不出自名校，就不可能胜任工作。

　　现在，许多热心网友呼吁清华北大等名校破格录取姜萍。这一方面反映了人们对人才的爱惜，但另一方面也暗示着一个尴尬的事实：即使是像姜萍这样有才华的年轻人，如果没有一个好的学历的话，也很容易被埋没。

　　姜萍是幸运的，她凭借自己的努力找到了展现才华的舞台，但是，还有更多有潜力的年轻人，他们或许并不是传统意义上的“优秀学生”，但也有着各自的闪光点，渴望自己能在某个领域一展所长。

　　期待社会消除学历歧视，减少“名校滤镜”，以更开放的心态给年轻人以更多元化、更个性化的机会。不拘一格育人才，不以学历论英雄，只凭能力较短长，那么，更多的“千里马”必将踊跃奔腾，大放光彩。”",,一级评论,6,4,2024-11-07 14:30:03
大洋油炸,男,前所未有的信任透支,,一级评论,6,4,2024-11-03 18:41:48
香菜一生之敌也,保密,社会科学可能会骗人，但数学不会。,,一级评论,5,4,2024-11-03 17:05:59
弗洛伊棍,男,最真实的一集,香菜一生之敌也,二级评论,2,1,2024-11-03 17:13:31
致远星司令,保密,没玩明白互联网，只要以自己被网暴心理出现问题抑郁症为由退赛，并且宣布心理阴影导致再无心于数学，就能包装成一个受迫害的天才形象，她的粉丝们照样傻呵呵的继续上当。,,一级评论,6,4,2024-11-07 08:34:23
崩坏昏睡铁道,保密,这说的是初赛作弊，和决赛没关系，,致远星司令,二级评论,5,0,2024-11-07 15:27:06
风岚咯,男,笑死了，那些说jp没作弊的终于回旋镖了,,一级评论,4,4,2024-11-03 13:49:09
玖玥14418,保密,没用，还有很多人说是资本打压普通人，歧视女性，今天刷视频真给我整笑了,,一级评论,5,4,2024-11-03 12:40:55
快去学习滚去学习,保密,笑死，姜萍成功欺骗所有人，才是资本的成功,玖玥14418,二级评论,5,0,2024-11-03 19:37:44
某科学的太祖语录,男,德如谭竹，智如姜萍，体如艳妮，美如杨笠，劳如海芬。,,一级评论,6,4,2024-11-03 12:31:36
我本一无所有,男,艳妮比起这些人还是有水平的,某科学的太祖语录,二级评论,5,4,2024-11-03 12:36:17
我不吃芹菜的啊,保密,昨晚Faker赢了，今早faker输了[Mygo表情包_不会吧？][Mygo表情包_不会吧？][Mygo表情包_不会吧？],,一级评论,6,4,2024-11-03 12:17:42
小冯冯要坚强,保密,辱骂赵斌老师的都别跑[吃瓜]出来!,,一级评论,4,4,2024-11-03 11:55:49
人艰不拆反思怪,保密,这迟来的回旋镖啊[吃瓜],,一级评论,6,4,2024-11-03 11:23:51
RegularGods,男,"一群上了年纪的大妈大爷在视频号 抖音 快手帮忙辩解
他们那个年代没有正经受过什么教育,这都成代沟了
他们不清楚数学,不明白当今教育体系怎样运作的
在他们很多人眼中数学就是单纯的计算,几何学,微分学,他们并不清楚
比如说我妈她只有初中学历(没上完就辍学了,没钱),她只能在我小的时候教我一些基本的运算,后面的学习只能靠我自己,我问她超过小学的数学她是很难答上来的
jp这件事儿buff都快叠满了,中专,女生,草根逆袭的故事总会有人去带节奏大肆传播误导别人",,一级评论,6,4,2024-11-06 16:18:25
海绵宝宝离殇儿,保密,@央视网 叫？,,一级评论,4,4,2024-11-05 21:38:25
所以你的浮琴木勤呢,保密,很勇,海绵宝宝离殇儿,二级评论,2,0,2024-11-06 01:09:04
ACG高玩小白,男,你好我是姜萍，我在阿里数学竞赛决赛中取得了满分，但我的成绩被男性评委恶意篡改了，他们还逼迫王老师承认造假。这些天我一直被监视，好不容易才逃脱出来，现在饥肠辘辘，只想吃一顿肯德基。谁能先转我50块钱救救急？我已经证明了黎曼猜想，等论文成功发表之后，100万美元奖金分你一半！拜托了!,,一级评论,6,4,2024-11-05 14:17:32
帕祖和希达的小屋,女,原来中专还有诈骗专业啊，见识了,,一级评论,5,4,2024-11-05 13:59:24
断肠人在干饭,保密,@鱼鱼刺猬猫 🤡，还支持姜萍吗？还天才中专少女吗？闹麻了，说个主等于6都成尖酸刻薄了,,一级评论,5,4,2024-11-05 09:04:23
我六硬币怎么没了,保密,@鱼鱼刺猬猫,断肠人在干饭,二级评论,6,0,2024-11-05 09:45:57
自由的风浪,男,今年的回旋镖还真多，时间警察狂喜[doge],,一级评论,6,4,2024-11-05 08:51:11
窝勒个缫刚,保密,强调阿里，哈哈哈[doge_金箍],,一级评论,4,4,2024-11-04 12:25:19
Kujo包太郎,男,看到标题和UP主就笑了[doge_金箍],窝勒个缫刚,二级评论,6,0,2024-11-04 12:31:27
苹果恋上橙,男,这下中专生刻板印象坐实了,,一级评论,6,4,2024-11-04 10:50:11
灭杀豪斩空,保密,"姜萍那么普通，却又那么自信。
有的女的看起来也不太行，但她很敢。
[吃瓜][吃瓜][吃瓜][吃瓜]",,一级评论,5,4,2024-11-03 21:33:25
陈悦楷,男,这么人看不懂[嗑瓜子]这是故意这么说的[OK]就是为了麻痹美西方势力罢了[吃瓜]内部消息是现在jp被偷偷保护起来了[滑稽]据我所知华为三折叠和即将的登月工程其实都有jp的参与[偷笑],,一级评论,5,4,2024-11-03 21:23:25
薯片虾滑芝士球,保密,[doge]你啊，总是能给我玩点新花样,陈悦楷,二级评论,5,0,2024-11-03 21:54:42
西瓜先森Cy,保密,中专就是中专，别痴人说梦,,一级评论,6,4,2024-11-03 20:34:40
呃噗呃,男,等一个这样的评论：其实姜萍早就被国家收编了，做保密科研项目，怕有不断追问影响项目，就放出来造假的假消息[吃瓜],,一级评论,6,4,2024-11-03 18:26:53
